ContentId,Title
8710192305140953186,10 Things I Gained When I Gave Up All My Stuff
7932334249452694632,10 documentários para empreendedores
-2123288010168989418,10 principles of business transformation
7655627888058923987,10 things we learned from Tim Cook's most revealing interview yet | Cult of Mac
4999440443052714243,1000 nodes and beyond: updates to Kubernetes performance and scalability in 1.2
-3723217532224917485,11 Internet of Things (IoT) Protocols You Need to Know About
-7862677531530632089,11 incredible ways UK businesses are using chatbots
-2976309714446243509,12 Agile principles
-324861070284719256,12 Best Slack Communities for Every Professional
-1022885988494278200,12 JavaScript Hacks
-5608160619992456731,12 incredible women you've never heard of who changed science forever
8754824745136110042,13 Game-changing Artificial Intelligence Startups
-3872763991286728274,13 Killer SEO Copywriting Tips (With Examples and A/B Tests)
6384824828701919724,14 Cool Drupal 8 modules for site builders | August 2016
-8992201526199201450,15 Awesome Sublime Text Plugins For Web Development
3467834993860080188,15 Interesting JavaScript and CSS Libraries for October 2016
-912681925384819247,15 Interesting JavaScript and CSS Libraries for September 2016
-4920252354047555768,15 Top Open Source Artificial Intelligence Tools
9175693555063886126,15 minutos sobre Docker
-807868207410889392,17 for '17: Microsoft researchers on what to expect in 2017 and 2027 - Next at Microsoft
-5386512752101672374,18 frases que as mulheres precisam parar de falar umas para as outras - UOL Estilo de vida
8712996026808754180,19 Tips For Everyday Git Use
4045164454094417310,1º Congresso Brasileiro de IoT - Embarcados
6658481071718074876,1º Fórum Sercomtel de IOT e Smart Cities será realizado no dia 4 de Novembro - Blog - Bonde. O seu portal
2822049545552366036,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist
4895396506368139469,2. Why Drupal is ideal for ecommerce
-2967429522197137387,2.3.0 Release Notes
-3224698078244963479,20 Awesome PHP Libraries For Early 2017
8028897172674067530,20 Awesome PHP Libraries For Summer 2016
3510349622718287202,20 Percent Will Stop Reading Your Email If You Make This One Mistake
4340103631421550622,20 fun facts about everyone’s new favorite rolling robot
7645026617184703521,20 lines of code that will beat A/B testing every time
-5491334714953807444,20+ Docs and Guides for Front-end Developers (No. 9)
5350829677696205474,2016 will be the year of conversational commerce - Chris Messina
4312678980890750477,2016's Best Books for Entrepreneurs (So Far)
-1839591250599587429,22 Mobile Stats Everyone Should Know - DZone Mobile
5779887740609126631,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos
3720742491238027703,29 Common Google Analytics Data Errors And How To Fix Them
6244532954645766056,3 Big Blockchain Ideas MIT is Working on Right Now - CoinDesk
-8680242653057858999,"3 Industries That Will Be Transformed By AI, Machine Learning And Big Data In The Next Decade"
5842191581670322333,3 Pillars of the Most Successful Tech Products
-9080873096647717414,3 Skills That All Emotionally Intelligent People Master
7207514472495382992,3 aplicações de realidade aumentada para apresentar novos produtos
-6192579321116251081,3 noções básicas essenciais para a criação de uma suíte de automação para aplicativos web
6634206168889468590,3. The case for Drupal and SaaS
5036201777135800491,30 Learning Resources For Mastering Angular 2
5468598741732935699,35 Innovative and Inspirational Website Designs in Banking
2765063319512128208,360 million reasons to destroy all passwords - Free Code Camp
4533807694984784858,39 studies about human perception in 30 minutes
-8278633353687754322,3Dprintler lets you order a 3D print via chatbot
-1820269894165785259,3M e o perfil intraempreendedor | Endeavor Brasil
8424505741986577894,4 Blockchain Macro Trends: Where to Place Your Bets
614512039577184122,"4 Months, 3 Weeks and 2 Days (2007)"
-8992803137960175254,4 Reasons Managers Should Spend More Time on Coaching
-6324550271415246022,4 Strategies for Mastering UX in Virtual Reality Games
-1324705355456975418,4 essential how-tos for dealing with scope creep
7467940062038388159,4 lessons we can learn from Denmark about happiness at work
5005421293875190218,4. Why ecommerce is essential for Drupal
-5527182266336855540,40 Basic Japanese conversations
-273156842634169039,4K movies come to the Google Play Movies & TV app
6236312923258954569,5 Asian Trends for 2017
1286494666178127087,5 Internet Trends to Pay Attention to in Late 2016
8659918766210334195,5 Latin Trends for 2017 | TrendWatching
378386436485699053,5 Podcasts : Aprenda mais sobre gestão e liderança
2220561310072186802,5 Skills You Need to Become a Machine Learning Engineer | Udacity
279771472506428952,5 Unique Features Of Google Compute Engine That No IaaS Provider Could Match
4441012164161473407,5 Ways to Save Time During Research | Viget
-6484638837208285334,"5 awesome Google Keep features you aren't using, but should be"
4781931173636001110,5 empresas que aplicam o Growth Hacking e que são sucesso
-5150441845583002912,5 formas de tornar-se um Mestre em planejamento com o Portfolio for JIRA
1729892529360390310,5 motivos para não escrever 5 motivos
-4110991218639855802,5 open-source alternatives to Slack
-6467708104873171151,5 reasons your employees aren't sharing their knowledge
-3622715112759104312,5 ways to create an environment that helps adults learn to love coding
4037478513037442964,"5. History lesson: Drupal Commerce, Commerce Guys, and Acquia"
2864534935028964135,50 palestras online e gratuitas para você acompanhar em agosto
1768072794787289517,55 fornecedores de TI que apresentarão novidades no Ciab 2016
-6121430502305136434,6 Delicious Sports Snacks Approved by Athletes and Scientists
7681335193431615119,6 Histórias de Empreendedores - Day1 2016
6227065897176996407,6 New Tech Gadgets That Will Simplify Your Life in 2017
-5414889822782394955,6 exemplos de como usar computação cognitiva | EXAME.com
2589533162305407436,6 reasons why I like KeystoneML
-4640750981890093183,6. What can Acquia and the community do now regarding Drupal and ecommerce?
-2041630887686751489,7 Mistakes Most Beginners Make When A/B Testing
4833869287568225997,7 Powerful Habits That Make You More Assertive
5533752987392101383,7 Questions to Ask Before Your Next Digital Transformation
7424795099560672335,7 Tips to Create a Company Learning Culture like Google - Without Resources
-5680127089889759432,7 Top CRM Trends for 2017: A Look Ahead
-8717945432162716060,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current
7511744555558105059,7 Ways Meditation Can Actually Change The Brain
4647928672998188259,7 Ways to Win Consumers on Their Path to Purchase
-7805090055463938263,"7 dicas, macetes e apps que uso para organizar o meu dia e ser mais produtivo no trabalho"
2764830801602925772,7 lessons about finding the work you were meant to do
4161491675236615151,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte
6868454399455433725,7. What's in this for me?
310515487419366995,71 erros de português que precisam sumir dos seus e-mails
9054050762437897017,71 erros de vocabulário e pronúncia em inglês que você faz
-6566175321434139682,77 Startups Powering The Future Of Farming And Agribusiness
-519908173368613957,8 Best Machine Learning Cheat Sheets
-6238628334008320788,8 Books Stanford MBAs Recommend You Read This Summer
5270696484536580646,8 Insanely Simple Productivity Hacks
-4748027149000767298,8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday
7915650190943924834,8 Things Every Person Should Do Before 8 A.M. - The Mission
5308984234271987921,8 Unexpected Signs You're Smarter Than Average
-115909536143817330,8 must-see sessions for application developers at Google Cloud Next '17
2690205894709699741,8 of the Sweetest Words for Candy
2841458704671711663,8 things to expect from Google's biggest event of the year
3578170066555585515,9 Big Takeaways from R3's New Distributed Ledger Debut - CoinDesk
7251252752220327534,9 Non-Threatening Leadership Strategies for Women
1881534532776527237,9 Non-Threatening Leadership Strategies for Women
5271205718596251417,9 Rules of Open-Office Etiquette
-2429242279408079104,9 Useful Apps for Product Managers - Product Hunt
31349081826574004,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices"
1487738553913510703,98 personal data points that Facebook uses to target ads to you
6214107032842332406,A Arte de Fazer o Dobro do Trabalho na Metade do Tempo sem Scrum
-1124738136890721085,A Baseline for Hybrid Mobile Developers
3456674717452933449,A Beautiful Copper Coin That Could Transform How We Spend
8378863480597222815,A Beginner's Guide To Understanding Convolutional Neural Networks
4702453495211185350,A Data Engineer's Guide To Non-Traditional Data Storages
-8704908797766843570,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack
-6359164149051198083,A ESTRATÉGIA DA C&A PARA VENCER A CRISE - brweek
-5729915270134094048,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL"
3495098006178009360,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley'
1592600391233958243,A Harvard Psychologist Says This Trait Matters Most: 10 Ways to Make a Great First Impression
5338575284381070077,A Major Law Firm Will Soon Be Using A Robotic Lawyer
8900292750226176660,"A Neural Network for Machine Translation, at Production Scale"
5659318589553771161,A Neural Network that Dreams in Resumes - untapt blog
8690601908689146128,A New Number Format for Computers Could Nuke Approximation Errors for Good
2491414153837906223,A Royal Affair (2012)
-456574518348806233,A Single App That'll Wrangle Your Millions of Messengers
-4187268503708157132,A Single App That'll Wrangle Your Millions of Messengers
5688444173453700360,A Tale of 2 API Platforms - GGV Capital
-1119244241345534741,A Technical Primer On Causality
-9092333155845304874,A Voz Da Marca #2 - De onde vêm as histórias by A Voz da Marca
-1537223691132357350,A arte de encantar clientes: 5 lições que aprendemos com a Disney 
-4738242186452730534,A compra de alimentos online é nova fronteira do e-commerce mundial
1496653703915349161,A corrida como aliada da produtividade - Runner's World Brasil
1058260959930395162,A day in the life of... Director of the Unexpected
7516228655554309785,A digital crack in banking's business model
1653300339718932603,A estratégia de vendas da Amazon
-8142426490949346803,A identidade visual de Budapeste para as Olimpíadas de 2024
2709926970543371965,A importância dos filmes de mulherzinha - Capitolina
-8635809464649679621,A inovação que todos queriam: fone de ouvido que traduz outras línguas
-3113913063173722290,A lição de um grande mestre de xadrez para resolver problemas
-1297580205670251233,A minha viagem à Maternidade #tetodomundo
2546657529517570876,A new Facebook chatbot could help you find your next job - Digiday
-7777013191403056825,A new look for Google Play family of apps
8926889915100214784,A new sales technology stack is coming
-2252459228396350242,A nova marca da HP foi criada (e rejeitada) 5 anos atrás
358192030955601318,A nova sede da LEGO na Dinamarca é toda sobre colaboração
-266262937631881148,A plan for media management in Drupal 8
-4485188959476061019,A programming language for living cells
2096088841518695759,A publicidade sem ROI acaba de morrer: adapte-se ou junte-se a ela - Meio & Mensagem
3751305746867503759,A reunião secreta em que Wall Street testou dinheiro digital | EXAME.com
-5843518165523212471,A saga do jovem CEO da Dasa
-4233809085822159066,A simple approach to PCI DSS compliance for Google Cloud Platform
-4762897581600184489,A smart home is where the bot is
-605114438206384896,"A sneak peek at Google's upcoming travel app, Trips"
-5515204090203464377,A step-by-step guide to agile growth experiments
-6634868367571835312,A study on scale: WhatsApp & Google Drive... the story of our integration
-1734960446580993454,A tougher Turing Test shows that computers still have virtually no common sense
9045808098977760576,A trip to Google's New York City Pop-Up Shop
8115033558441775155,"A whole new GitHub Universe: announcing new tools, forums, and features"
-624901815223005993,"A.I. Duet, crie melodias usando o aprendizado de máquina do Google | Google Discovery"
-3469502952547705884,AEM 6.1 Package Manager Metadata Files
6059546463839992340,AEM 6.1 Packages and Bundles - Installing and Uninstalling Behavior
621816023396605502,AI Is Here to Help You Write Emails People Will Actually Read
-5637143900506554933,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator"
1920899299418335515,AI Revolution 101 - AI Revolution
-1173087925894083974,AI can learn from data without ever having access to it
-609005539129550395,AI learns and recreates Nobel-winning physics experiment
-7925445844362296966,ASIAN INNOVATION FRENZY | New Asia Trend Briefing from TrendWatching
6245165134513326654,ASSISTA: show une 100 drones e uma orquestra sinfônica para quebrar recorde mundial | VIP
-8193923078932592165,AWS Certified Solutions Architect Professional – Study Guide – Domain 1.0 – High Availability and Business Continuity (15%)
-1683903891018782242,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment
-3059841990815099417,AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing
8898031730873390440,AWS Certified Solutions Architect Professional – Study Guide – Domain 3.0: Deployment Management (10%)
5062670850994683718,AWS Certified Solutions Architect Professional – Study Guide – Domain 4.0: Network Design for a complex large scale deployment (10%)
5558603035498264655,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%)
9056727675613132316,AWS Certified Solutions Architect Professional – Study Guide – Domain 7.0: Scalability and Elasticity (15%)
3706563147339457456,AWS Certified Solutions Architect Professional – Study Guide – Domain 8.0: Cloud Migration and Hybrid Architecture (10%)
-330801551666885085,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts"
6997620589258672675,Abrimos uma conta no Original.
-7990179956144740367,Accenture Launches Content Studio
6941466664989793964,Accenture amplia atuação no Brasil
-1606909838151129701,Accenture and Adboe team on customer enegagement
-9055044275358686874,Accept questions from your audience when presenting in Google Slides
-1730766821655383888,Accidental discovery could help batteries last years longer
8589361101754366293,Acesse a versão Material Design do YouTube | Google Discovery
-4458371007893120981,Achievement Unlocked : AWS Certified Solutions Architect Professional
-9056114023474725450,Acquia Engage 2016: Day One
5328558001212551235,Acquia Engage Awards Finalists Announced
6908884359295619150,"Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]"
-3660106964555224100,Acquia a leader in the 2017 Forrester Wave for Web Content Management Systems | Dries Buytaert
-4102297002729307038,Acquia's Dev Desktop - a Drupal server for beginners
-3968102273907750828,Adaptation. (2002)
-8641360668993633978,Add images to questions and answers in Google Forms
-7004749589391210034,Add the Same File to Multiple Folders in Google Drive without Copying
6195056361889291497,Addressing Accessibility for the Web
6892866957050839435,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing
-7568926158048616650,Adobe CQ/Adobe AEM
-8632408281960398473,Adobe CQ/Adobe AEM
-6902744509271060072,Adobe CQ/Adobe AEM
8089766674179723607,Adobe Solution Partner Program News
-4070929606295451361,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement
3746463631389880443,Adobe quer potencializar área de marketing digital - Meio & Mensagem
-3900870368325485697,"Adobe, Acquia, Episerver Lead New Forrester WCM Wave"
-8937070974333045193,Adopting Open Source Development Processes in Corporate IT
-1753606726398516179,Adulterated Objective-C
-6654470039478316910,Advanced Android Espresso
-7165716941095296287,Advancing enterprise database workloads on Google Cloud Platform
1190376095547142533,"Advertiser that tracked >100 million phone users without consent pays $950,000"
-3663415946827459961,"Afinal, o que é Inbound Marketing?"
49177526672934036,After a year of using NodeJS in production
65053321054180411,Aggregations
4069333494579100211,"Agile is Dead, Long Live Continuous Delivery - Gradle"
-5571606607344218289,Agile: Falta competência nos testes
-8815620240581422908,"Agility in the Cloud: Which ""As a Service"" Works for You?"
-7565625515044903967,"Agronegócio entra na era da agricultura digital | Economia, Notícias | Tribuna PR - Paraná Online"
-6457517220721978,Agronegócio mantém crescimento com tecnologia - inova.jor
-5238066650780855302,Ahead of the curve: The future of performance management
-3015446245469915661,"Ai, que preguiça | Site Drauzio Varella"
-6641749235744758169,AirBnB só decolou depois de jogar uma regra de ouro fora
-5798690764728257756,Airbnb bets on local with user-generated guidebooks and new neighborhood/home matching
-4974757204495953627,Alecrim/AlecrimCoreData
-4944551138301474550,Algorithms and architecture for job recommendations
3056097063387494549,Alibaba quebra recorde de vendas no Dia dos Solteiros - e-commerce
-2375266175756882986,Aligning text smartly in CSS
-8686523832043452855,All About Eve (1950)
4859179221363512189,All Tesla cars built from now on have everything onboard for full self-driving
-2424983931459616622,All Together Now. Introducing G Suite.
7778744448313924630,Alphabet testará drones de entrega nos Estados Unidos
-5160830061297425098,Amazon EBS Update - New Elastic Volumes Change Everything | AWS Blog
4056017896532335209,Amazon Widens Its Push-Button E-Commerce Horizons
5045927063019110283,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris
1002673045600956890,Amazon founder: A.I.'s impact is
-6644942243927487010,"Amazon goes open source with machine-learning tech, competing with Google's TensorFlow - GeekWire"
-3169423801125605259,Amazon has a huge opportunity in grocery delivery
626121253933491500,Amazon just released a Dash button for AWS IoT
6831941111848480366,"Amazon looking to buy Capital One? "" Banking Technology"
-6941221957775073810,Amazon now has a programmable Dash Button for the IoT
-1114438937697017987,"Amazon open-sources its own deep learning software, DSSTNE"
-8343581376353287618,Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!
-8159730897893673528,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic"
4273365516830385867,Amazon takes on PayPal and others with launch of Amazon Payments partner program
-3295913657316686039,Amazon takes on Skype and GoToMeeting with its Chime video conferencing app
-8025433077701076525,"Amazon tem 31% do mercado de infraestrutura em nuvem, segundo Gartner - Computação na Nuvem"
1220948775534529013,America's allies are preparing for a bumpy ride
-4925213312961842798,American Express ... and the Book of Mormon - Chris Skinner's blog
6650072898902843826,Amex Canada Discovers 68% More Mobile-Driven Conversions With Cross-Device Measurement
2888507406903473601,Amor sem fronteiras: série de fotos retrata casais gays pelo mundo
-6940659689413147290,An Exclusive Look at How AI and Machine Learning Work at Apple - Backchannel
-8984665034930053829,An Introduction to Elasticsearch Aggregations
-8158171393641147845,An MIT Algorithm Predicts the Future by Watching TV
-3307413259092352650,An Overly Thorough Guide To Underused Android Libraries
3155118717275463069,An incumbent's guide to digital disruption
7229629480273331039,"An independent organization just ranked Google as the best cloud, beating Amazon"
-5802731238371220572,An introduction to Generative Adversarial Networks (with code in TensorFlow)
7255021292858609470,An operating model for company-wide agile development
4139191914110236238,An operating model for company-wide agile development
7277161137091492767,An overview of web service solutions in Drupal 8
-92787874211637246,Analyst: Google's cloud business could cause the stock to soar to over $900
1582315529508020223,Analytics startup Amplitude raises $15M
6591221581057159843,Analyzing 50k fonts using deep neural networks
-70211258489242437,Anaqueen Skywalker: um mashup de Star Wars com Bohemian Rhapsody
6407605752151817831,And the winner of Startup Battlefield at Disrupt SF 2016 is... Seenit
5932519440360275788,Anders Hejlsberg on Modern Compiler Construction (Channel 9)
-434149774629603391,Andrew Ng: What AI Can and Can't Do
4695698299220703541,Android - The dark side of Jack and Jill
-6076367233589223323,Android Developers Summer Reading List
-5314778455998444995,Android Fundamentals: IntentService Basics
2495913984359439198,Android Mobile Vision restores operation and adds Text API | Android Developers Blog
-9153494109165200346,"Android N Developer Preview 2, out today! | Android Developers Blog"
-8909927294729358771,"Android N Developer Preview 2, out today! | Android Developers Blog"
-6734931185433789466,Android Quickstart - Firebase
5714874452041944640,Android Studio 2.0 | Android Developers Blog
-4084394822880420062,Android Studio 2.2
-7833921387228274142,Android development: What I wish I had known earlier - balpha.de
-387651900461462767,Android irá recomendar aplicativos baseado na localização | Google Discovery
8310689940464940949,Android process death - and the (big) implications for your app - Inloop
9220445660318725468,Angular 2
-7387185690512762935,Angular 2 versus React: There Will Be Blood - Free Code Camp
7270966256391553686,Announcing .NET Core 1.0
3475346635930218065,Announcing Docker Hub Classic
-4050006690189978332,Announcing SyntaxNet: The World's Most Accurate Parser Goes Open Source
-7863574628164051955,Announcing TensorFlow 0.8 - now with distributed computing support!
-8480712303720557641,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data
-4239579488204604851,Announcing pricing for Google Stackdriver
-2203297578165226595,Announcing the Acquia Engage Awards
-7215110246375999491,Announcing updates to Google's Internet of Things platform: Android Things and Weave
-3201623914150480647,Another option for file sharing
-5148591903395022444,Anti-If: The missing patterns
-1192619987285372590,Apache Spark 2.0 Preview: Machine Learning Model Persistence
5947470908330062710,Apache Spark as a Compiler: Joining a Billion Rows on your Laptop: A deep dive into the new Tungsten Engine.
464601875539492971,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória
3618205920179577598,Aplicativo Celcoin oferece a possibilidade de trocar bitcoins por crédito em reais
7520301770873472812,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada
8835339470389644264,Aplicativos do Android agora podem reagir com o ambiente | Google Discovery
-2034054811536485879,Aplicação de visão computacional com OpenCV
5032631648793129465,Aplicações Financeiras Flexíveis através de DSLs na Plataforma Java
-5403733687257676872,Aplicações da Inteligência artificial | Endeavor Brasil
-8742648016180281673,Aposta na inovação
7962608766252092705,App da Natura ganha recurso que permite pesquisar consultoras e pontos de venda mais próximos
-5179565226573622983,App distribution for Linux just got way better
817467807875770568,App do Google Search para Android agora busca por músicas no Brasil | Google Discovery
-2797708685347481851,App do YouTube ganha sistema de bate-papo privado | Google Discovery
2296515698565489277,App-only bank Atom just launched - here's what it looks like
6892165923784661946,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element"
-6518848947517153700,Apple &amp; others may soon be barred from using SMS for two-factor authentication
4807721425375438334,Apple Acquires Machine Learning Company Turi For $200 Million
307952468886079288,Apple Adds to Vintage Software Collection With eBay Purchase
-169274570747753943,Apple Announces Swimproof 'Apple Watch Series 2' With Built-In GPS
-55755961199248325,Apple Debuts Wireless 'AirPods' With 5 Hours of Music Playback
-1617279065634731389,"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption"
-8582642829303844420,Apple Has Created 'Detailed Mockups' of iMessage for Android
1146823593746606655,Apple Hiring for New Machine Learning Division Following Turi Acquisition
-2358644309529026633,Apple Invites Media to 'Hello Again' October 27th Mac-Centric Event
-5823763419123575797,Apple Invites Media to September 7 Event: 'See You on the 7th'
-1658488648009216718,Apple Music festival will kick off on September 18
127799031949294618,Apple Releases First Preview of Swift 3.0 for Developers
-1302167511807875596,"Apple Releases iOS 10 With Redesigned Lock Screen, New Messages Features, Third-Party Siri, and More"
-7448252416950961815,Apple Unveils iPhone 7 Alongside 7 Plus With Dual-Lens Camera
-5027816744653977347,"Apple acquires Turi, a machine learning company"
3915768615016750361,Apple and Google Are Teaming Up to Kill Robocalls Forever
4631867115963052211,"Apple announces 'iPhone 7' September 7 event, Apple Watch 2 and MacBook Pros may be unveiled"
357449794379078687,Apple anuncia a 3ª geração da linguagem Swift para o final deste ano
8163984238975480171,Apple e Google querem que você pague por assinatura em apps
7943906961970828120,Apple gives devs the chance to harness power of neural networks
2602738827388230683,Apple is working on an AI system that wipes the floor with Google and everyone else
-1039912738963181810,"Apple launches Safari Technology Preview, a browser for developers including experimental web features"
6317717254029043123,Apple makes it easier to for developers to upload app screenshots via iTunes Connect
2359690284139785648,Apple rehires former senior iOS engineer turned Flipboard co-founder for health software
-6511604233888915532,"Apple sends out invites for an October 27th event, hints that new Macs are coming"
-2090760089450762391,"Apple unveils the new iPhone 7, preorder now, available 9/16"
6180979718957141670,"Apple updates Pages, Keynote, and Numbers for Mac w/ real-time collaboration features &amp; more"
5312357518363318341,Apple's Machine Learning Has Cut Siri's Error Rate by a Factor of Two
-3832772858396854546,Apple's iWork for iOS Apps Updated With Real-Time Collaboration
-9160910454530522563,"Apple's new file manager, APFS, is awesome"
-9050450867630628092,Apple's secret strategy: Underpromise and overdeliver
3980405883168341377,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots"
2106559900295325351,"Applying the Linus Torvalds ""Good Taste"" Coding Requirement"
8381798621267347902,Approaching (Almost) Any Machine Learning Problem
9208127165664287660,Approaching (Almost) Any Machine Learning Problem | Abhishek Thakur
3716124214746295857,Aprendizado de máquina do Google pode detectar retinopatia diabética | Google Discovery
5701873751630396950,Apresentação da nova placa de desenvolvimento Arduino MKRZero -
6090517797383271316,"April Fools - Google apresenta o realBooks, a melhor forma de ler os seus livros digitais | Google Discovery"
-5525441367600219076,April Fools - Introducing Gmail Mic Drop
-3387888707667201720,"Após 9 meses de operação e sucesso meteórico, Uber é vendido na China."
-6511498353814468913,Arduino clone is as small as an AA battery
3168079495368669052,Are Chatbots Really The Future Of Web Design?
1266958185239582088,Are you a bitcoin denialist? - Chris Skinner's blog
-7113155163062752691,Arquitetura de Microserviços habilitando APIs - Sensedia
8650916538290053756,Artem vs. Predator
2271793263120018251,Artificial Intelligence Can Now Design Realistic Video and Game Imagery
-5750828394349042089,Artificial Intelligence Software Is Booming. But Why Now?
-8009527121402763559,Artificial Intelligence's White Guy Problem
-5778988730475305016,Artificial intelligence is changing SEO faster than you think
-7895534832212398576,Artificial intelligence is hard to see
-2382583983070627054,Artificial intelligence produces realistic sounds that fool humans
-5917314377186856799,Artigos e Palestras - Programa Agricultura de Precisão do SENAR
3801658304588389996,"As Artificial Intelligence Evolves, So Does Its Criminal Potential"
-6727393385193911938,"As Microsoft US's AI chatbot turns racist troll, Japan's won't shut up about anime and hay fever"
-170687954910264210,As compras e os hábitos dos brasileiros no shopping | EXAME.com
2719909253419802298,As expectativas das mulheres da Geração Y são muitas
5831978693732969930,As lições de empreendedorismo da H Stern
914293752636521893,Asia's mobile-first economy and how the West is feeling the effects
1184320069221244535,Ask a Female Engineer: Joining a Startup
7506614456429888492,Assessing Salesforce's platform and ecosystem | ZDNet
1019706997674210703,Assista a entrevista de Linus Torvalds no TED legendada
-7685837606421530296,Astronomia: A semana de Marte - Mensageiro Sideral
-1181242543195516037,Asus ready to take bite of 'Pi' market with Tinker micro PC
7342707578347442862,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences"
3888577703887670575,Atlassian launches Bitbucket Pipelines
719128783277038733,Atom Bank launches app-only savings account for iPhones
2586379029487881843,Auka brings Google Cloud-powered banking to Europe
1181735998104559604,Aurelia 1.0 is Here!!!
-8278375716950339547,Aussie Uses Arduino Chips To Roboticize a Ford Focus
-1024046541613287684,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform
-582471538642477927,Authenticated User Page Caching (Authcache)
-7959318068735027467,Auto-scaling scikit-learn with Spark
3818189513627822856,"Autofill: What web devs should know, but don't"
