SourceContentId,RecommendedContentId,Rank
-8900113512825364282,7395435905985567130,3
-8900113512825364282,-6820241302436968068,4
-8900113512825364282,-8854146354650101086,5
-8854146354650101086,-7331393944609614247,1
-8854146354650101086,-8900113512825364282,2
-8854146354650101086,7395435905985567130,3
-8854146354650101086,-3750879736572068916,4
-8854146354650101086,-7399665664688732365,5
-8813724423497152538,-8243488279185272615,1
-8813724423497152538,-2539915991213675511,2
-8813724423497152538,2916072977192006313,3
-8813724423497152538,-9019582414165805420,4
-8813724423497152538,-8900113512825364282,5
-8800029253812071912,-3161714324304758767,1
-8800029253812071912,-1313614305945895108,2
-8800029253812071912,-8189315446782327370,3
-8800029253812071912,-3027055440570405664,4
-8800029253812071912,-330801551666885085,5
-8771338872124599367,7395435905985567130,1
-8771338872124599367,-5253644367331262405,2
-8771338872124599367,-7126520323752764957,3
-8771338872124599367,7155061818771055780,4
-8771338872124599367,4118743389464105405,5
-8757701761088346244,-4754223659064624252,1
-8757701761088346244,-1111518890369033396,2
-8757701761088346244,-703416562539077070,3
-8757701761088346244,8712996026808754180,4
-8757701761088346244,5227822864949117283,5
-8742648016180281673,-6584408680441477889,1
-8742648016180281673,6463551093741815202,2
-8742648016180281673,1356221992133852808,3
-8742648016180281673,-7527881206365368,4
-8742648016180281673,5302085907556673015,5
-8717945432162716060,4428409432282393251,1
-8717945432162716060,-5736221996280340620,2
-8717945432162716060,39554158227241538,3
-8717945432162716060,-4996336942690402156,4
-8717945432162716060,-6058152698516590252,5
-8657415528200615063,8589361101754366293,1
-8657415528200615063,8912004903894879756,2
-8657415528200615063,-4027027091658759481,3
-8657415528200615063,-3716447017462787559,4
-8657415528200615063,-1453783314552286835,5
-8627051188605351707,5424502143558028097,1
-8627051188605351707,5087084654882097891,2
-8627051188605351707,-6728844082024523434,3
-8627051188605351707,-6707474286910397949,4
-8627051188605351707,-1995591062742965408,5
-8618420761918493321,-8279505492976427918,1
-8618420761918493321,1005751836898964351,2
-8618420761918493321,-1901742495252324928,3
-8618420761918493321,-6878119266243511199,4
-8618420761918493321,-1453783314552286835,5
-8606063418076691067,7202701636941380671,1
-8606063418076691067,4891010769166501207,2
-8606063418076691067,-4831310174172854034,3
-8606063418076691067,3142843830268077617,4
-8606063418076691067,4165127518659426948,5
-8518096793350810174,6152652267138213180,1
-8518096793350810174,-2855910583928922225,2
-8518096793350810174,7516228655554309785,3
-8518096793350810174,-3027055440570405664,4
-8518096793350810174,-1313614305945895108,5
-8512461968928613053,-6707474286910397949,1
-8512461968928613053,-2740396993975951758,2
-8512461968928613053,-7463305179076477879,3
-8512461968928613053,-5198756378866433953,4
-8512461968928613053,5875183869203898283,5
-8511291357261863413,5008913705695203000,1
-8511291357261863413,5424502143558028097,2
-8511291357261863413,-4974757204495953627,3
-8511291357261863413,7534917347133949300,4
-8511291357261863413,-1995591062742965408,5
-8508606815368130888,-8954346068661072425,1
-8508606815368130888,-8381230866408697127,2
-8508606815368130888,4045164454094417310,3
-8508606815368130888,8835339470389644264,4
-8508606815368130888,1031060816592502094,5
-8467102776052559275,7534917347133949300,1
-8467102776052559275,7985545205318799060,2
-8467102776052559275,4300652811307550975,3
-8467102776052559275,-7518373517401484139,4
-8467102776052559275,-7387185690512762935,5
-8404657131309965885,7400903238402587728,1
-8404657131309965885,-5255285107284514595,2
-8404657131309965885,6783622248311192269,3
-8404657131309965885,-3750879736572068916,4
-8404657131309965885,2625883933130361261,5
-8381230866408697127,911037455259135591,1
-8381230866408697127,-3348652277274905234,2
-8381230866408697127,-8948234514303933700,3
-8381230866408697127,1577045425286888616,4
-8381230866408697127,4045164454094417310,5
-8377626164558006982,6340108943344143104,1
-8377626164558006982,621816023396605502,2
-8377626164558006982,-4944551138301474550,3
-8377626164558006982,7395435905985567130,4
-8377626164558006982,3320201327008235211,5
-8370744479086515302,-7613994611628693820,1
-8370744479086515302,-2720012228333470715,2
-8370744479086515302,-4700714777342103147,3
-8370744479086515302,5719793245136119929,4
-8370744479086515302,-9019582414165805420,5
-8369610219380465981,5018472516978866574,1
-8369610219380465981,-2554512494756911972,2
-8369610219380465981,5092635400707338872,3
-8369610219380465981,3825866166263569974,4
-8369610219380465981,1415230502586719648,5
-8340365043226490059,7606744605433799135,1
-8340365043226490059,-3071732669882279801,2
-8340365043226490059,-8187220755213888616,3
-8340365043226490059,8938071859536254465,4
-8340365043226490059,-5843518165523212471,5
-8314629309720421219,428486625959995206,1
-8314629309720421219,-1999468346928419252,2
-8314629309720421219,1580124381109623727,3
-8314629309720421219,-655909700262679295,4
-8314629309720421219,-3875881534863988868,5
-8287402887944984163,5087084654882097891,1
-8287402887944984163,8712996026808754180,2
-8287402887944984163,-2808969983997441543,3
-8287402887944984163,6384824828701919724,4
-8287402887944984163,7277161137091492767,5
-8279505492976427918,-8618420761918493321,1
-8279505492976427918,-6878119266243511199,2
-8279505492976427918,-6347212504547574224,3
-8279505492976427918,-1453783314552286835,4
-8279505492976427918,-1901742495252324928,5
-8258529658421542282,3906974906788964502,1
-8258529658421542282,-240359174314633445,2
-8258529658421542282,-3675009040647936899,3
-8258529658421542282,672199059798181601,4
-8258529658421542282,-2328163218997425612,5
-8243488279185272615,-3875881534863988868,1
-8243488279185272615,6540624159201421051,2
-8243488279185272615,-8813724423497152538,3
-8243488279185272615,-6820241302436968068,4
-8243488279185272615,-1663441888197894674,5
-8208801367848627943,834896074125772354,1
-8208801367848627943,8428597553954921991,2
-8208801367848627943,5338677278233757627,3
-8208801367848627943,3099207916247126790,4
-8208801367848627943,-559964548932224920,5
-8204817396973648779,2124033843135988844,1
-8204817396973648779,6829640091575814990,2
-8204817396973648779,1436883058900979473,3
-8204817396973648779,-3102446808559723934,4
-8204817396973648779,7459726589306441015,5
-8190931845319543363,-1556169727291354289,1
-8190931845319543363,-377975173223377441,2
-8190931845319543363,-5253644367331262405,3
-8190931845319543363,430255078684584595,4
-8190931845319543363,4118743389464105405,5
-8189315446782327370,-1313614305945895108,1
-8189315446782327370,-330801551666885085,2
-8189315446782327370,-3027055440570405664,3
-8189315446782327370,-799315203186826480,4
-8189315446782327370,-2855910583928922225,5
-8187220755213888616,6678691743269420670,1
-8187220755213888616,-8340365043226490059,2
-8187220755213888616,-3071732669882279801,3
-8187220755213888616,6941466664989793964,4
-8187220755213888616,6615662748793536194,5
-8159730897893673528,6850500272809381909,1
-8159730897893673528,1734266821019430183,2
-8159730897893673528,4259370161044254504,3
-8159730897893673528,-8369610219380465981,4
-8159730897893673528,156889606517612871,5
-8142426490949346803,5688279681867464747,1
-8142426490949346803,-7812176982819372240,2
-8142426490949346803,2124033843135988844,3
-8142426490949346803,358192030955601318,4
-8142426490949346803,8118799783881928573,5
-8085935119790093311,-9033211547111606164,1
-8085935119790093311,5258604889412591249,2
-8085935119790093311,-4944551138301474550,3
-8085935119790093311,3320201327008235211,4
-8085935119790093311,-5363263367015469934,5
-8043889175123948305,1768976290984301641,1
-8043889175123948305,-7423191370472335463,2
-8043889175123948305,-5848514031542611523,3
-8043889175123948305,2229625391864201918,4
-8043889175123948305,4069333494579100211,5
-8018192200278263695,4313871021753084020,1
-8018192200278263695,5940374562401786524,2
-8018192200278263695,1012456848389051365,3
-8018192200278263695,-3170783292462058942,4
-8018192200278263695,-78066964941874046,5
-7986975759046428357,-9033211547111606164,1
-7986975759046428357,-4024778022934140027,2
-7986975759046428357,-8190931845319543363,3
-7986975759046428357,-5363263367015469934,4
-7986975759046428357,-2237790708081130271,5
-7891293130731329672,5940374562401786524,1
-7891293130731329672,-7294716554902079523,2
-7891293130731329672,-3482581255202910790,3
-7891293130731329672,-5403733687257676872,4
-7891293130731329672,7985545205318799060,5
-7862677531530632089,7823781477664935857,1
-7862677531530632089,-4050006690189978332,2
-7862677531530632089,-1730766821655383888,3
-7862677531530632089,3035329611795434601,4
-7862677531530632089,-1590585250246572231,5
-7838000919054582150,-7812176982819372240,1
-7838000919054582150,-8142426490949346803,2
-7838000919054582150,6678691743269420670,3
-7838000919054582150,6829640091575814990,4
-7838000919054582150,660451400045043370,5
-7826213337362450520,-5920475612630001479,1
-7826213337362450520,2930191803881821526,2
-7826213337362450520,-3666646454167334466,3
-7826213337362450520,8962537427807366481,4
-7826213337362450520,667643281369196267,5
-7812176982819372240,-6820241302436968068,1
-7812176982819372240,-9019582414165805420,2
-7812176982819372240,-7838000919054582150,3
-7812176982819372240,-8142426490949346803,4
-7812176982819372240,6829640091575814990,5
-7809508238092432842,-1313614305945895108,1
-7809508238092432842,-330801551666885085,2
-7809508238092432842,-3027055440570405664,3
-7809508238092432842,-8189315446782327370,4
-7809508238092432842,-799315203186826480,5
-7722236679806608274,957332268361319692,1
-7722236679806608274,5217724704513784613,2
-7722236679806608274,4300652811307550975,3
-7722236679806608274,7534917347133949300,4
-7722236679806608274,7434270606888620096,5
-7681408188643141872,7277161137091492767,1
-7681408188643141872,2916072977192006313,2
-7681408188643141872,7933360486658437274,3
-7681408188643141872,-1622037268576555626,4
-7681408188643141872,-3750879736572068916,5
-7660505434580831027,2709926970543371965,1
-7660505434580831027,6643427232964983922,2
-7660505434580831027,5530820581773167955,3
-7660505434580831027,-5848514031542611523,4
-7660505434580831027,3170775058142440102,5
-7646922141533719881,-7113155163062752691,1
-7646922141533719881,9175693555063886126,2
-7646922141533719881,2280365999288629014,3
-7646922141533719881,-3020916840917845519,4
-7646922141533719881,2025471325746532174,5
-7623502978685822577,2633209697262372913,1
-7623502978685822577,-8950763842769120954,2
-7623502978685822577,-3040610224044779845,3
-7623502978685822577,1649752043999819668,4
-7623502978685822577,7187598944032799890,5
-7613994611628693820,-8370744479086515302,1
-7613994611628693820,-2720012228333470715,2
-7613994611628693820,-3850803681204406658,3
-7613994611628693820,-4700714777342103147,4
-7613994611628693820,5719793245136119929,5
-7570652411388243006,-667193404227875686,1
-7570652411388243006,5445999759138709405,2
-7570652411388243006,-8142426490949346803,3
-7570652411388243006,-9019582414165805420,4
-7570652411388243006,607684800821303652,5
-7566966163569468290,-861913102049789637,1
-7566966163569468290,5962268176939710955,2
-7566966163569468290,-4765711818183276269,3
-7566966163569468290,1415230502586719648,4
-7566966163569468290,-3400154175330058574,5
-7564569805639737618,-5848755753905481990,1
-7564569805639737618,4300652811307550975,2
-7564569805639737618,1796618361228441836,3
-7564569805639737618,2495913984359439198,4
-7564569805639737618,-6076367233589223323,5
-7553931975579248065,1441248639512899483,1
-7553931975579248065,-8340365043226490059,2
-7553931975579248065,8912004903894879756,3
-7553931975579248065,-3780822597455574960,4
-7553931975579248065,-7539387928750597096,5
-7539387928750597096,-4132331404553626868,1
-7539387928750597096,1441248639512899483,2
-7539387928750597096,-4132331404553626868,3
-7539387928750597096,-4336877432539963613,4
-7539387928750597096,-4625438649010928449,5
-7518373517401484139,5008913705695203000,1
-7518373517401484139,-1995591062742965408,2
-7518373517401484139,-6654470039478316910,3
-7518373517401484139,7534917347133949300,4
-7518373517401484139,4300652811307550975,5
-7508055250504867652,-4386371945374980231,1
-7508055250504867652,8289311442635691404,2
-7508055250504867652,5045927063019110283,3
-7508055250504867652,8402348887626635381,4
-7508055250504867652,-6643406494673362190,5
-7492067511846042603,2267321579404324900,1
-7492067511846042603,-2447632164766022033,2
-7492067511846042603,-1995591062742965408,3
-7492067511846042603,5424502143558028097,4
-7492067511846042603,5008913705695203000,5
-7463305179076477879,2822049545552366036,1
-7463305179076477879,2625883933130361261,2
-7463305179076477879,3779639438468810958,3
-7463305179076477879,-3750879736572068916,4
-7463305179076477879,3269302169678465882,5
-7423191370472335463,1768976290984301641,1
-7423191370472335463,7429409096643373334,2
-7423191370472335463,2229625391864201918,3
-7423191370472335463,-8043889175123948305,4
-7423191370472335463,4105873627900556540,5
-7399665664688732365,7395435905985567130,1
-7399665664688732365,-7331393944609614247,2
-7399665664688732365,1649085803937938638,3
-7399665664688732365,7804826445069770894,4
-7399665664688732365,-538948733779286129,5
-7387185690512762935,5217724704513784613,1
-7387185690512762935,-8467102776052559275,2
-7387185690512762935,-7518373517401484139,3
-7387185690512762935,-6654470039478316910,4
-7387185690512762935,7534917347133949300,5
-7342604649736473979,7612428320594238723,1
-7342604649736473979,-6843047699859121724,2
-7342604649736473979,7544768317373280661,3
-7342604649736473979,2103268612948910635,4
-7342604649736473979,-3338916066794638254,5
-7331393944609614247,7395435905985567130,1
-7331393944609614247,-7399665664688732365,2
-7331393944609614247,3779639438468810958,3
-7331393944609614247,1649085803937938638,4
-7331393944609614247,6340108943344143104,5
-7294716554902079523,-7891293130731329672,1
-7294716554902079523,-6590819806697898649,2
-7294716554902079523,980458131533897249,3
-7294716554902079523,-1878128207048892154,4
-7294716554902079523,-8950763842769120954,5
-7264217791213422584,-4509487968959834430,1
-7264217791213422584,-4133169317019898816,2
-7264217791213422584,-5952729859839521828,3
-7264217791213422584,-8992803137960175254,4
-7264217791213422584,7088167897470452815,5
-7217198366041991957,2156244701966673186,1
-7217198366041991957,-5628897645967553681,2
-7217198366041991957,3998743085432844199,3
-7217198366041991957,3472032465864014134,4
-7217198366041991957,1990052153136096105,5
-7169261479876586557,5045927063019110283,1
-7169261479876586557,5847042211895226591,2
-7169261479876586557,-9192549002213406534,3
-7169261479876586557,-4050006690189978332,4
-7169261479876586557,-7566966163569468290,5
-7162567255723313045,374352050712569304,1
-7162567255723313045,-5193720747719231594,2
-7162567255723313045,39554158227241538,3
-7162567255723313045,2857117417189640073,4
-7162567255723313045,4369833742675497700,5
-7126520323752764957,7155061818771055780,1
-7126520323752764957,-377975173223377441,2
-7126520323752764957,-5253644367331262405,3
-7126520323752764957,-6467708104873171151,4
-7126520323752764957,7395435905985567130,5
-7120369133608664808,-6289909056857931861,1
-7120369133608664808,7459726589306441015,2
-7120369133608664808,-5039153034159656707,3
-7120369133608664808,2134259819148812594,4
-7120369133608664808,-9019582414165805420,5
-7113155163062752691,-7646922141533719881,1
-7113155163062752691,-5813211845057621660,2
-7113155163062752691,9175693555063886126,3
-7113155163062752691,2277184202014276839,4
-7113155163062752691,-3482581255202910790,5
-7047448754687279385,6463551093741815202,1
-7047448754687279385,6910763794618680440,2
-7047448754687279385,-703416562539077070,3
-7047448754687279385,-4132331404553626868,4
-7047448754687279385,-9192549002213406534,5
-6999287066519531005,4555339116751579515,1
-6999287066519531005,-4463029741564307314,2
-6999287066519531005,-6707474286910397949,3
-6999287066519531005,-6980020268309524947,4
-6999287066519531005,-5283011611531067471,5
-6980020268309524947,7277161137091492767,1
-6980020268309524947,-6999287066519531005,2
-6980020268309524947,7395435905985567130,3
-6980020268309524947,-3662111110237135231,4
-6980020268309524947,3779639438468810958,5
-6872546942144599345,-4145260601063545880,1
-6872546942144599345,-6340141548068597572,2
-6872546942144599345,5795281877636738272,3
-6872546942144599345,-4875060556471576861,4
-6872546942144599345,809601605585939618,5
-6858665134018491791,5962268176939710955,1
-6858665134018491791,-7331393944609614247,2
-6858665134018491791,7395435905985567130,3
-6858665134018491791,7155061818771055780,4
-6858665134018491791,2625883933130361261,5
-6843047699859121724,2103268612948910635,1
-6843047699859121724,7612428320594238723,2
-6843047699859121724,-7342604649736473979,3
-6843047699859121724,-3338916066794638254,4
-6843047699859121724,3268064929368559554,5
-6840859460575237450,-2747266787901704910,1
-6840859460575237450,-42126282997118624,2
-6840859460575237450,3608243634452078989,3
-6840859460575237450,7664140604181040222,4
-6840859460575237450,-6457517220721978,5
-6820241302436968068,-9019582414165805420,1
-6820241302436968068,-8900113512825364282,2
-6820241302436968068,-8243488279185272615,3
-6820241302436968068,-8370744479086515302,4
-6820241302436968068,-6697357763177451167,5
-6783772548752091658,6044362651232258738,1
-6783772548752091658,5045927063019110283,2
-6783772548752091658,5928346445655989915,3
-6783772548752091658,834896074125772354,4
-6783772548752091658,-6542996094878850014,5
-6778286518036232293,7516228655554309785,1
-6778286518036232293,-8518096793350810174,2
-6778286518036232293,-7681408188643141872,3
-6778286518036232293,6152652267138213180,4
-6778286518036232293,5238119115012015307,5
-6772940823843058601,-6076367233589223323,1
-6772940823843058601,9124439338148818380,2
-6772940823843058601,-6545872007932025533,3
-6772940823843058601,-1111518890369033396,4
-6772940823843058601,3467834993860080188,5
-6728844082024523434,-8627051188605351707,1
-6728844082024523434,5087084654882097891,2
-6728844082024523434,-6707474286910397949,3
-6728844082024523434,2633209697262372913,4
-6728844082024523434,-1878128207048892154,5
-6727357771678896471,-3662111110237135231,1
-6727357771678896471,3320201327008235211,2
-6727357771678896471,4118743389464105405,3
-6727357771678896471,-6467708104873171151,4
-6727357771678896471,-7126520323752764957,5
-6726685468116057064,1283472251609674486,1
-6726685468116057064,4184543400419595673,2
-6726685468116057064,7414483722019578252,3
-6726685468116057064,-5628897645967553681,4
-6726685468116057064,1990052153136096105,5
-6707474286910397949,5087084654882097891,1
-6707474286910397949,7277161137091492767,2
-6707474286910397949,-6999287066519531005,3
-6707474286910397949,5328558001212551235,4
-6707474286910397949,-4463029741564307314,5
-6697357763177451167,-9019582414165805420,1
-6697357763177451167,-6820241302436968068,2
-6697357763177451167,5719793245136119929,3
-6697357763177451167,-8370744479086515302,4
-6697357763177451167,-8900113512825364282,5
-6654470039478316910,-7518373517401484139,1
-6654470039478316910,5008913705695203000,2
-6654470039478316910,-1995591062742965408,3
-6654470039478316910,5217724704513784613,4
-6654470039478316910,7534917347133949300,5
-6643406494673362190,-3170783292462058942,1
-6643406494673362190,-5039153034159656707,2
-6643406494673362190,5263606973029607223,3
-6643406494673362190,5045927063019110283,4
-6643406494673362190,1649752043999819668,5
-6642751159620064055,3322348437880079228,1
-6642751159620064055,-6999287066519531005,2
-6642751159620064055,-6156751702010469220,3
-6642751159620064055,4555339116751579515,4
-6642751159620064055,-5283011611531067471,5
-6623581327558800021,8729086959762650511,1
-6623581327558800021,5940374562401786524,2
-6623581327558800021,-8627051188605351707,3
-6623581327558800021,-7891293130731329672,4
-6623581327558800021,-3482581255202910790,5
-6603970730135147059,5928346445655989915,1
-6603970730135147059,-3351652027149912881,2
-6603970730135147059,8195862936106508846,3
-6603970730135147059,-3850803681204406658,4
-6603970730135147059,-4487024160266973763,5
-6603351162010419903,4069333494579100211,1
-6603351162010419903,-6590064508646491981,2
-6603351162010419903,-3363563881552061188,3
-6603351162010419903,-5002383425685129595,4
-6603351162010419903,-6542996094878850014,5
-6592496241044177853,4300652811307550975,1
-6592496241044177853,1796618361228441836,2
-6592496241044177853,6620060201676471218,3
-6592496241044177853,2495913984359439198,4
-6592496241044177853,7534917347133949300,5
-6590819806697898649,2508620055362300376,1
-6590819806697898649,-7294716554902079523,2
-6590819806697898649,-7891293130731329672,3
-6590819806697898649,6940370558848102253,4
-6590819806697898649,5424502143558028097,5
-6590064508646491981,-6603351162010419903,1
-6590064508646491981,-8606063418076691067,2
-6590064508646491981,3142843830268077617,3
-6590064508646491981,7202701636941380671,4
-6590064508646491981,-3058031327323357308,5
-6584408680441477889,6463551093741815202,1
-6584408680441477889,1577045425286888616,2
-6584408680441477889,-7527881206365368,3
-6584408680441477889,991271693336573226,4
-6584408680441477889,7851022564818849560,5
-6579094253358169934,-3954182109690207118,1
-6579094253358169934,4911701623098526999,2
-6579094253358169934,-6009377241272750648,3
-6579094253358169934,8215778202715904841,4
-6579094253358169934,3149164017776669829,5
-6545872007932025533,-6076367233589223323,1
-6545872007932025533,-3944300307678659798,2
-6545872007932025533,-6772940823843058601,3
-6545872007932025533,-5446204508747882127,4
-6545872007932025533,-793729620925729327,5
-6542996094878850014,6989198691754522425,1
-6542996094878850014,5211673327552264703,2
-6542996094878850014,-4089455027188314262,3
-6542996094878850014,-2899726011463496555,4
-6542996094878850014,764116021156146784,5
-6523871595334455509,-8964534883296838326,1
-6523871595334455509,-793729620925729327,2
-6523871595334455509,-2479936301516183562,3
-6523871595334455509,5217724704513784613,4
-6523871595334455509,-9192549002213406534,5
-6484638837208285334,7395435905985567130,1
-6484638837208285334,-5924996404988010,2
-6484638837208285334,7606744605433799135,3
-6484638837208285334,7804826445069770894,4
-6484638837208285334,-1114438937697017987,5
-6467708104873171151,7804826445069770894,1
-6467708104873171151,-7126520323752764957,2
-6467708104873171151,6340108943344143104,3
-6467708104873171151,7395435905985567130,4
-6467708104873171151,-6727357771678896471,5
-6444494220871855741,-8287402887944984163,1
-6444494220871855741,428486625959995206,2
-6444494220871855741,-6245566021053602636,3
-6444494220871855741,-8314629309720421219,4
-6444494220871855741,-8992201526199201450,5
9124439338148818380,3467834993860080188,1
9124439338148818380,-8511291357261863413,2
9124439338148818380,4577451034168098359,3
9124439338148818380,-6772940823843058601,4
9124439338148818380,7507067965574797372,5
-6369211973034956889,-4228415104574264137,1
-6369211973034956889,4300652811307550975,2
-6369211973034956889,-6347212504547574224,3
-6369211973034956889,-1901742495252324928,4
-6369211973034956889,8118799783881928573,5
-6347212504547574224,5688279681867464747,1
-6347212504547574224,-4228415104574264137,2
-6347212504547574224,-1901742495252324928,3
-6347212504547574224,-6878119266243511199,4
-6347212504547574224,-8279505492976427918,5
-6340141548068597572,5795281877636738272,1
-6340141548068597572,-3191013159715472435,2
-6340141548068597572,809601605585939618,3
-6340141548068597572,-2740396993975951758,4
-6340141548068597572,-6872546942144599345,5
-6289909056857931861,7459726589306441015,1
-6289909056857931861,-9019582414165805420,2
-6289909056857931861,-3285397592982852407,3
-6289909056857931861,1436883058900979473,4
-6289909056857931861,-5570129644089964821,5
-6273159470243757969,2809702925357288303,1
-6273159470243757969,8847604225354271039,2
-6273159470243757969,-3954182109690207118,3
-6273159470243757969,-4216050818952952471,4
-6273159470243757969,8215778202715904841,5
-6255158415883847921,-4509487968959834430,1
-6255158415883847921,-5952729859839521828,2
-6255158415883847921,7993526700719577624,3
-6255158415883847921,880612740433495828,4
-6255158415883847921,6044362651232258738,5
-6245566021053602636,-6727357771678896471,1
-6245566021053602636,817145340976958200,2
-6245566021053602636,6535950170823528902,3
-6245566021053602636,-4205346868684833897,4
-6245566021053602636,-1114438937697017987,5
-6156751702010469220,-6654470039478316910,1
-6156751702010469220,-7518373517401484139,2
-6156751702010469220,-1995591062742965408,3
-6156751702010469220,7534917347133949300,4
-6156751702010469220,4300652811307550975,5
-6076367233589223323,-6545872007932025533,1
-6076367233589223323,-6772940823843058601,2
-6076367233589223323,-7564569805639737618,3
-6076367233589223323,2508620055362300376,4
-6076367233589223323,1796618361228441836,5
-6074646493203713780,-4974757204495953627,1
-6074646493203713780,-3027055440570405664,2
-6074646493203713780,-1313614305945895108,3
-6074646493203713780,-330801551666885085,4
-6074646493203713780,-8189315446782327370,5
-6058152698516590252,8289311442635691404,1
-6058152698516590252,5533752987392101383,2
-6058152698516590252,-4037032837327175755,3
-6058152698516590252,5227822864949117283,4
-6058152698516590252,8522523292310933696,5
-6009377241272750648,4911701623098526999,1
-6009377241272750648,-3954182109690207118,2
-6009377241272750648,3149164017776669829,3
-6009377241272750648,-4205346868684833897,4
-6009377241272750648,2857117417189640073,5
-5997769775112032630,5206308811707978799,1
-5997769775112032630,7506614456429888492,2
-5997769775112032630,-4133169317019898816,3
-5997769775112032630,-8771338872124599367,4
-5997769775112032630,-307396946333196366,5
-5952729859839521828,-4509487968959834430,1
-5952729859839521828,8586403905004879205,2
-5952729859839521828,1738052593226421681,3
-5952729859839521828,880612740433495828,4
-5952729859839521828,2321412363020240814,5
-5920475612630001479,2930191803881821526,1
-5920475612630001479,-7826213337362450520,2
-5920475612630001479,667643281369196267,3
-5920475612630001479,-9019233957195913605,4
-5920475612630001479,5087084654882097891,5
-5912792039759735631,4419562057180692966,1
-5912792039759735631,-3850803681204406658,2
-5912792039759735631,7181581805250416928,3
-5912792039759735631,5964888566269323942,4
-5912792039759735631,1797761064772338938,5
-5879360586463363298,7985545205318799060,1
-5879360586463363298,8901449108040307914,2
-5879360586463363298,2581138407738454418,3
-5879360586463363298,3075564241645350154,4
-5879360586463363298,2372438485070148864,5
-5850390492300666299,-2740396993975951758,1
-5850390492300666299,2543311963908571128,2
-5850390492300666299,90383487344892230,3
-5850390492300666299,4165127518659426948,4
-5850390492300666299,3262705634545542432,5
-5848755753905481990,2262656830196923781,1
-5848755753905481990,6852597772196653540,2
-5848755753905481990,4164212115654350513,3
-5848755753905481990,-1634742667970363668,4
-5848755753905481990,-7564569805639737618,5
-5848514031542611523,-2314360211211303885,1
-5848514031542611523,6643427232964983922,2
-5848514031542611523,2709926970543371965,3
-5848514031542611523,3170775058142440102,4
